id,year,month,day,hour,minute,second,latitude,longitude,depth(km),magnitude
 21157, 2016, 01, 07, 19, 20, 59,  36.4643,  -98.7525,   6.971,  1.8  
 21158, 2016, 01, 07, 19, 26, 15,  36.4909,  -98.7174,   7.142,  2.7  
 21159, 2016, 01, 07, 19, 59, 44,  36.4992,  -98.7143,   5.685,  3.7  
 21160, 2016, 01, 07, 19, 59, 45,  36.4971,  -98.7142,   7.083,  3.7  
 21161, 2016, 01, 07, 20, 27, 25,  36.4697,  -98.7457,   6.886,  2.7  
 21162, 2016, 01, 07, 21, 03, 37,  36.4937,  -98.7172,   7.173,  2.3  
 21163, 2016, 01, 07, 22, 39, 16,  36.4976,  -98.7116,   7.122,  2.2  
 21164, 2016, 01, 07, 23, 52, 03,  36.4631,  -98.7505,   7.106,  2.7  
 21165, 2016, 01, 07, 23, 57, 13,  35.9937,  -97.3081,   6.265,  2.1  
 21166, 2016, 01, 08, 00, 10, 04,  36.4890,  -98.7217,   6.992,  3.0  
 21167, 2016, 01, 08, 00, 36, 04,  36.2879,  -97.5267,   6.797,  2.3  
 21168, 2016, 01, 08, 00, 36, 05,  36.2922,  -97.5226,   6.662,  2.3  
 21169, 2016, 01, 08, 00, 46, 28,  36.3038,  -96.6564,   5.209,  2.8  
 21170, 2016, 01, 08, 00, 46, 29,  36.3050,  -96.6614,   6.264,  2.8  
 21171, 2016, 01, 08, 00, 50, 48,  36.4971,  -98.7089,   3.508,  2.3  
 21172, 2016, 01, 08, 01, 25, 42,  36.9153,  -97.8684,   2.945,  2.1  
 21173, 2016, 01, 08, 01, 31, 53,  35.6677,  -97.4135,   6.727,  2.4  
 21174, 2016, 01, 08, 01, 53, 31,  36.4834,  -98.7264,   7.354,  3.0  
 21175, 2016, 01, 08, 02, 13, 05,  36.4740,  -98.7365,   7.366,  2.5  
 21176, 2016, 01, 08, 02, 58, 53,  36.4634,  -98.7483,   7.166,  2.6  
 21177, 2016, 01, 08, 03, 03, 32,  36.5153,  -98.6939,   7.083,  2.6  
 21178, 2016, 01, 08, 03, 12, 25,  36.4636,  -98.7481,   7.157,  1.7  
 21179, 2016, 01, 08, 03, 15, 31,  36.4831,  -98.7777,   0.275,  2.1  
 21180, 2016, 01, 08, 03, 47, 04,  37.0268,  -97.7782,   3.432,  2.0  
 21181, 2016, 01, 08, 05, 10, 03,  36.4353,  -97.0463,   5.967,  2.2  
 21182, 2016, 01, 08, 05, 11, 37,  37.0653,  -97.7308,   3.471,  1.9  
 21183, 2016, 01, 08, 05, 37, 45,  36.6970,  -97.6348,   6.423,  3.5  
 21184, 2016, 01, 08, 05, 49, 45,  36.3039,  -96.6609,   6.368,  3.0  
 21185, 2016, 01, 08, 06, 35, 58,  36.4869,  -98.7291,   6.665,  2.5  
 21186, 2016, 01, 08, 06, 50, 24,  36.4662,  -98.7498,   7.289,  2.2  
 21187, 2016, 01, 08, 07, 10, 12,  36.4624,  -98.7496,   7.072,  2.2  
 21188, 2016, 01, 08, 08, 06, 36,  36.3146,  -97.5523,   7.386,  2.3  
 21189, 2016, 01, 08, 08, 34, 54,  36.4799,  -98.7309,   7.244,  1.9  
 21190, 2016, 01, 08, 09, 54, 41,  36.7222,  -98.0132,   7.042,  3.1  
 21191, 2016, 01, 08, 11, 50, 43,  36.5169,  -98.6861,   4.535,  2.4  
 21192, 2016, 01, 08, 11, 50, 44,  36.5163,  -98.6926,   7.172,  2.4  
 21193, 2016, 01, 08, 12, 52, 41,  35.9530,  -97.3945,   6.662,  2.3  
 21194, 2016, 01, 08, 13, 02, 41,  35.7734,  -97.4823,   7.281,  2.3  
 21195, 2016, 01, 08, 13, 36, 29,  36.5047,  -98.7080,   6.855,  3.8  
 21196, 2016, 01, 08, 13, 50, 55,  36.4932,  -98.7243,   6.378,  2.4  
 21197, 2016, 01, 08, 14, 01, 56,  36.5004,  -98.7110,   7.087,  3.9  
 21198, 2016, 01, 08, 15, 02, 38,  36.4581,  -98.7432,   1.075,  2.7  
 21199, 2016, 01, 08, 15, 39, 10,  36.5016,  -98.7109,   7.043,  2.0  
 21200, 2016, 01, 08, 16, 46, 49,  36.4803,  -98.7310,   7.263,  3.0  
 21201, 2016, 01, 08, 16, 57, 49,  36.5797,  -98.4036,   7.381,  3.1  
 21202, 2016, 01, 08, 17, 08, 43,  36.7080,  -98.4354,   7.024,  3.1  
 21203, 2016, 01, 08, 17, 50, 04,  36.4986,  -98.7104,   7.126,  3.5  
 21204, 2016, 01, 08, 18, 07, 14,  36.4916,  -97.2172,   6.300,  2.6  
 21205, 2016, 01, 08, 18, 10, 04,  36.4951,  -97.2070,   6.807,  2.1  
 21206, 2016, 01, 08, 18, 43, 15,  35.6619,  -97.3953,   6.842,  3.5  
 21207, 2016, 01, 08, 22, 04, 19,  35.6560,  -97.4178,   7.323,  2.6  
 21208, 2016, 01, 08, 22, 10, 29,  36.4636,  -98.7529,   6.966,  2.8  
 21209, 2016, 01, 08, 22, 18, 47,  36.5002,  -98.7116,   7.001,  2.5  
 21210, 2016, 01, 08, 22, 52, 38,  35.6960,  -97.4539,   5.373,  2.9  
 21211, 2016, 01, 09, 02, 07, 44,  36.6088,  -97.8669,   7.012,  2.4  
 21212, 2016, 01, 09, 04, 13, 39,  36.4973,  -98.7145,   7.130,  2.3  
 21213, 2016, 01, 09, 04, 34, 25,  36.4958,  -98.7159,   6.981,  2.4  
 21214, 2016, 01, 09, 04, 41, 45,  36.7757,  -98.0065,   7.856,  2.3  
 21215, 2016, 01, 09, 04, 48, 44,  36.4737,  -98.7381,   5.904,  2.0  
 21216, 2016, 01, 09, 09, 07, 43,  36.4775,  -98.7498,   6.790,  2.2  
 21217, 2016, 01, 09, 13, 00, 20,  36.2581,  -97.3588,   6.775,  2.5  
 21218, 2016, 01, 09, 15, 41, 24,  35.9890,  -97.2248,   6.032,  2.0  
 21219, 2016, 01, 09, 15, 46, 40,  36.7844,  -98.3717,   7.013,  2.7  
 21220, 2016, 01, 09, 15, 58, 36,  35.6554,  -97.4150,   7.045,  2.5  
 21221, 2016, 01, 09, 16, 50, 06,  36.5055,  -98.7068,   7.029,  3.0  
 21222, 2016, 01, 09, 19, 07, 19,  35.6556,  -97.4156,   7.078,  2.1  
 21223, 2016, 01, 09, 22, 39, 38,  36.0554,  -97.2460,   6.750,  2.4  
 21224, 2016, 01, 09, 23, 32, 37,  36.8265,  -97.7965,   5.382,  2.2  
 21225, 2016, 01, 10, 01, 32, 59,  36.5595,  -98.7254,   8.202,  2.3  
 21226, 2016, 01, 10, 02, 44, 38,  36.0721,  -97.2136,   9.197,  2.4  
 21227, 2016, 01, 10, 03, 03, 05,  36.4943,  -98.4159,   6.415,  2.5  
 21228, 2016, 01, 10, 03, 18, 01,  36.4739,  -98.7454,   6.518,  2.2  
 21229, 2016, 01, 10, 03, 39, 13,  36.4809,  -98.7282,   5.338,  2.1  
 21230, 2016, 01, 10, 04, 39, 16,  36.0721,  -97.2150,   9.265,  1.9  
 21231, 2016, 01, 10, 05, 13, 52,  35.6165,  -97.0967,   5.900,  2.9  
 21232, 2016, 01, 10, 05, 57, 00,  35.6167,  -97.0958,   5.827,  2.9  
 21233, 2016, 01, 10, 06, 46, 51,  36.5006,  -98.7079,   7.077,  2.5  
 21234, 2016, 01, 10, 06, 50, 24,  36.5027,  -98.7015,   8.467,  2.3  
 21235, 2016, 01, 10, 07, 01, 58,  35.9935,  -97.3086,   6.283,  2.7  
 21236, 2016, 01, 10, 10, 49, 54,  36.3653,  -97.1228,   4.434,  2.2  
 21237, 2016, 01, 10, 11, 47, 39,  37.1365,  -98.0423,   5.569,  1.8  
 21238, 2016, 01, 10, 12, 35, 28,  36.1197,  -97.2577,   5.227,  2.0  
 21239, 2016, 01, 10, 13, 28, 10,  36.6094,  -97.8661,   7.012,  2.6  
 21240, 2016, 01, 10, 15, 12, 02,  36.5993,  -98.1008,   7.230,  3.1  
 21241, 2016, 01, 10, 15, 17, 25,  35.9632,  -96.9092,   3.567,  2.1  
 21242, 2016, 01, 10, 15, 31, 44,  36.6212,  -97.8542,   6.182,  2.3  
 21243, 2016, 01, 10, 15, 35, 47,  36.6102,  -98.7873,   5.669,  2.2  
 21244, 2016, 01, 10, 16, 44, 20,  36.4812,  -98.7340,   6.958,  2.5  
 21245, 2016, 01, 10, 18, 04, 10,  36.8254,  -98.2790,   6.426,  2.4  
 21246, 2016, 01, 10, 20, 13, 09,  36.4787,  -98.7367,   6.897,  2.5  
 21247, 2016, 01, 10, 20, 25, 29,  36.5042,  -99.0720,   5.877,  2.1  
 21248, 2016, 01, 10, 22, 41, 20,  36.4975,  -98.3402,   5.499,  2.5  
 21249, 2016, 01, 11, 00, 01, 52,  35.9615,  -96.7663,   2.975,  2.5  
 21250, 2016, 01, 11, 01, 25, 19,  36.6891,  -97.9815,   6.288,  2.2  
 21251, 2016, 01, 11, 02, 01, 55,  36.4709,  -98.7541,   9.017,  3.5  
 21252, 2016, 01, 11, 03, 43, 23,  36.6094,  -97.8656,   6.960,  2.3  
 21253, 2016, 01, 11, 04, 17, 33,  36.4695,  -98.7442,   6.921,  3.0  
 21254, 2016, 01, 11, 05, 08, 25,  37.2279,  -97.9121,   3.997,  2.0  
 21255, 2016, 01, 11, 07, 06, 13,  36.7953,  -98.3194,   4.817,  2.2  
 21256, 2016, 01, 11, 08, 32, 03,  36.0324,  -97.1090,   5.289,  2.5  
 21257, 2016, 01, 11, 08, 48, 08,  35.9096,  -97.5360,   6.952,  2.9  
 21258, 2016, 01, 11, 09, 04, 06,  36.4687,  -98.7402,   7.291,  3.0  
 21259, 2016, 01, 11, 13, 12, 17,  36.4629,  -98.7537,   6.844,  3.0  
 21260, 2016, 01, 11, 13, 17, 04,  36.4704,  -98.7549,   6.210,  2.5  
 21261, 2016, 01, 11, 13, 17, 05,  36.4626,  -98.7539,   7.027,  2.5  
 21262, 2016, 01, 11, 14, 16, 12,  36.4641,  -98.7520,   7.002,  3.2  
 21263, 2016, 01, 11, 15, 18, 06,  36.5037,  -98.7066,   7.049,  3.4  
 21264, 2016, 01, 11, 15, 54, 00,  36.3765,  -97.8110,   6.279,  2.4  
 21265, 2016, 01, 11, 16, 39, 56,  36.5360,  -98.6738,   2.950,  2.5  
 21266, 2016, 01, 11, 16, 58, 03,  36.5795,  -97.8607,   6.966,  2.3  
 21267, 2016, 01, 11, 20, 36, 03,  36.4690,  -98.7450,   6.934,  1.9  
 21268, 2016, 01, 11, 21, 16, 30,  36.9286,  -97.5430,   6.112,  2.5  
 21269, 2016, 01, 11, 22, 47, 45,  36.4715,  -98.7373,   7.320,  1.8  
 21270, 2016, 01, 11, 22, 58, 33,  36.5037,  -98.7066,   7.065,  1.9  
 21271, 2016, 01, 12, 05, 10, 20,  35.6625,  -97.4091,   7.254,  2.5  
 21272, 2016, 01, 12, 06, 05, 51,  36.4751,  -98.7403,   5.401,  2.2  
 21273, 2016, 01, 12, 07, 08, 57,  36.6168,  -97.8611,   6.085,  2.1  
 21274, 2016, 01, 12, 08, 37, 51,  35.6684,  -97.4169,   6.928,  2.5  
 21275, 2016, 01, 12, 10, 21, 27,  36.4949,  -98.7185,   6.949,  2.5  
 21276, 2016, 01, 12, 11, 34, 07,  36.4978,  -98.7165,   4.755,  2.1  
 21277, 2016, 01, 12, 12, 42, 46,  36.4978,  -98.7490,   6.189,  2.0  
 21278, 2016, 01, 12, 12, 45, 07,  36.2866,  -97.8357,   6.830,  2.4  
 21279, 2016, 01, 12, 13, 09, 30,  35.9513,  -97.3910,   6.706,  2.6  
 21280, 2016, 01, 12, 13, 09, 31,  35.9492,  -97.3993,  19.881,  2.6  
 21281, 2016, 01, 12, 21, 59, 26,  36.5079,  -98.7065,   6.943,  2.6  
 21282, 2016, 01, 12, 22, 58, 39,  36.2338,  -97.2028,   6.029,  2.4  
 21283, 2016, 01, 13, 00, 12, 51,  37.0790,  -97.7940,   4.374,  2.0  
 21284, 2016, 01, 13, 00, 25, 46,  35.8745,  -97.3449,   5.316,  2.2  
 21285, 2016, 01, 13, 01, 33, 43,  35.8750,  -97.3422,   5.215,  2.2  
 21286, 2016, 01, 13, 03, 14, 22,  35.6612,  -97.4038,   7.105,  3.0  
 21287, 2016, 01, 13, 03, 44, 19,  35.9500,  -97.3990,   7.357,  3.1  
 21288, 2016, 01, 13, 04, 58, 50,  36.6526,  -98.4637,   7.225,  2.4  
 21289, 2016, 01, 13, 06, 41, 17,  36.5125,  -98.6965,   4.837,  2.1  
 21290, 2016, 01, 13, 08, 53, 29,  36.2506,  -98.4226,   5.286,  2.3  
 21291, 2016, 01, 13, 09, 37, 21,  37.2084,  -97.9326,   5.008,  2.0  
 21292, 2016, 01, 13, 10, 56, 14,  35.8762,  -97.3450,   5.176,  2.2  
 21293, 2016, 01, 13, 12, 36, 01,  36.9463,  -97.8170,   4.628,  2.5  
 21294, 2016, 01, 13, 12, 54, 48,  36.9504,  -97.8201,   4.084,  2.1  
 21295, 2016, 01, 13, 14, 48, 16,  35.6555,  -97.4148,   6.980,  2.6  
 21296, 2016, 01, 13, 14, 50, 28,  35.8765,  -97.3393,   4.697,  2.3  
 21297, 2016, 01, 13, 15, 44, 08,  36.9365,  -97.7094,   6.250,  3.2  
 21298, 2016, 01, 13, 15, 53, 17,  36.9485,  -97.8074,   2.006,  2.1  
 21299, 2016, 01, 13, 16, 06, 40,  35.8761,  -97.3488,   6.243,  2.4  
 21300, 2016, 01, 13, 18, 22, 31,  36.9471,  -97.8291,   2.526,  3.0  
 21301, 2016, 01, 13, 19, 26, 31,  36.7923,  -97.8571,   3.465,  2.4  
 21302, 2016, 01, 13, 19, 53, 09,  36.2662,  -97.2481,   6.838,  2.5  
 21303, 2016, 01, 13, 21, 52, 34,  36.7634,  -98.0656,   6.883,  2.2  
 21304, 2016, 01, 14, 00, 16, 30,  36.6936,  -97.9751,   5.972,  2.5  
 21305, 2016, 01, 14, 02, 04, 04,  36.5765,  -98.3890,   9.436,  2.8  
 21306, 2016, 01, 14, 02, 56, 03,  36.6189,  -97.8621,   7.367,  2.2  
 21307, 2016, 01, 14, 04, 03, 14,  35.6686,  -97.4195,   6.613,  2.8  
 21308, 2016, 01, 14, 04, 11, 49,  36.4654,  -97.1763,   4.335,  2.3  
 21309, 2016, 01, 14, 04, 24, 46,  35.6683,  -97.4179,   6.527,  2.3  
 21310, 2016, 01, 14, 04, 45, 54,  36.4718,  -98.7433,   6.565,  3.1  
 21311, 2016, 01, 14, 05, 37, 25,  36.9466,  -98.0012,   3.454,  2.1  
 21312, 2016, 01, 14, 07, 24, 53,  36.4781,  -98.7377,   6.915,  2.3  
 21313, 2016, 01, 14, 07, 38, 01,  36.4766,  -98.7455,   4.529,  2.1  
 21314, 2016, 01, 14, 09, 00, 10,  36.8345,  -98.1833,   5.054,  2.1  
 21315, 2016, 01, 14, 12, 52, 09,  36.4658,  -97.1757,   5.174,  2.1  
 21316, 2016, 01, 14, 12, 55, 03,  36.4725,  -98.7458,   6.785,  3.2  
 21317, 2016, 01, 14, 14, 02, 24,  36.8651,  -97.9922,   5.070,  2.3  
 21318, 2016, 01, 14, 14, 28, 31,  37.0789,  -97.7944,   4.373,  2.0  
 21319, 2016, 01, 14, 15, 07, 52,  35.8277,  -97.4077,   6.027,  2.5  
 21320, 2016, 01, 14, 15, 17, 52,  37.2089,  -97.9323,   4.976,  2.3  
 21321, 2016, 01, 14, 15, 57, 46,  35.7861,  -96.6711,   6.569,  2.3  
 21322, 2016, 01, 14, 16, 46, 42,  36.5817,  -98.3899,   7.607,  2.5  
 21323, 2016, 01, 14, 17, 02, 49,  36.3641,  -97.1332,   2.907,  2.3  
 21324, 2016, 01, 14, 20, 46, 52,  36.3638,  -97.1312,   2.939,  2.3  
 21325, 2016, 01, 14, 21, 30, 04,  36.3638,  -97.1321,   2.965,  2.5  
 21326, 2016, 01, 14, 22, 41, 39,  36.7603,  -97.7733,   6.571,  3.4  
 21327, 2016, 01, 14, 23, 12, 45,  36.4663,  -98.7472,   6.977,  2.9  
 21328, 2016, 01, 14, 23, 15, 32,  36.9456,  -97.8150,   4.525,  3.5  
 21329, 2016, 01, 15, 02, 06, 30,  36.9502,  -97.8125,   5.044,  3.3  
 21330, 2016, 01, 15, 02, 06, 31,  36.9444,  -97.8076,   4.522,  3.3  
 21331, 2016, 01, 15, 03, 29, 24,  36.9513,  -97.8184,   4.852,  3.1  
 21332, 2016, 01, 15, 03, 29, 25,  36.9440,  -97.8147,   3.378,  3.1  
 21333, 2016, 01, 15, 05, 12, 42,  36.4683,  -98.7511,   6.466,  1.9  
 21334, 2016, 01, 15, 05, 19, 52,  36.5125,  -98.6956,   4.451,  2.2  
 21335, 2016, 01, 15, 06, 57, 53,  36.6850,  -98.1381,   5.412,  2.1  
 21336, 2016, 01, 15, 08, 04, 27,  35.9625,  -96.9055,   4.931,  3.6  
 21337, 2016, 01, 15, 09, 31, 51,  36.5801,  -98.1350,   6.411,  3.0  
 21338, 2016, 01, 15, 10, 53, 04,  36.0313,  -97.3352,   6.038,  2.0  
 21339, 2016, 01, 15, 10, 55, 29,  36.5872,  -98.3934,   9.472,  2.3  
 21340, 2016, 01, 15, 11, 13, 05,  36.8190,  -97.7756,   5.526,  2.4  
 21341, 2016, 01, 15, 14, 08, 14,  35.6591,  -97.4313,   6.379,  2.0  
 21342, 2016, 01, 15, 14, 22, 30,  35.9201,  -97.3293,   6.281,  2.1  
 21343, 2016, 01, 15, 19, 53, 01,  35.9647,  -96.9074,   3.128,  2.8  
 21344, 2016, 01, 16, 00, 09, 51,  36.9446,  -97.8158,   4.589,  2.8  
 21345, 2016, 01, 16, 00, 36, 51,  36.4414,  -98.3655,   6.806,  3.0  
 21346, 2016, 01, 16, 01, 04, 50,  36.9496,  -97.8179,   3.175,  2.1  
 21347, 2016, 01, 16, 01, 49, 04,  36.9476,  -97.8159,   4.437,  2.2  
 21348, 2016, 01, 16, 02, 25, 57,  36.1555,  -96.7264,   1.323,  1.9  
 21349, 2016, 01, 16, 04, 15, 48,  35.6588,  -97.4034,   6.656,  2.3  
 21350, 2016, 01, 16, 10, 33, 48,  36.2511,  -98.4233,   5.240,  2.3  
 21351, 2016, 01, 16, 10, 41, 24,  36.2521,  -98.4292,   6.647,  2.5  
 21352, 2016, 01, 16, 13, 24, 46,  36.8598,  -97.9933,   3.980,  2.8  
 21353, 2016, 01, 16, 14, 40, 07,  35.6695,  -97.4211,   6.449,  2.3  
 21354, 2016, 01, 16, 16, 12, 04,  35.6609,  -97.4012,   7.134,  2.1  
 21355, 2016, 01, 16, 16, 15, 27,  36.5000,  -99.0682,   0.403,  2.3  
 21356, 2016, 01, 16, 16, 15, 28,  36.5061,  -99.0765,   4.600,  2.3  
 21357, 2016, 01, 16, 16, 42, 04,  36.1266,  -97.2970,   5.951,  2.1  
 21358, 2016, 01, 16, 21, 31, 55,  36.2879,  -97.5167,   7.186,  2.5  
 21359, 2016, 01, 16, 22, 18, 21,  36.7430,  -97.5766,   6.708,  2.8  
 21360, 2016, 01, 16, 22, 37, 51,  36.7636,  -97.8662,   4.404,  3.1  
 21361, 2016, 01, 16, 23, 40, 39,  36.2549,  -98.4305,   5.137,  2.1  
 21362, 2016, 01, 17, 00, 08, 10,  36.9308,  -97.9691,   4.242,  2.3  
 21363, 2016, 01, 17, 00, 59, 31,  36.8599,  -97.9934,   3.980,  3.5  
 21364, 2016, 01, 17, 01, 14, 15,  36.9282,  -98.7996,   2.373,  2.7  
 21365, 2016, 01, 17, 02, 04, 05,  35.9496,  -97.3948,   7.351,  2.3  
 21366, 2016, 01, 17, 04, 03, 54,  36.6938,  -97.9745,   5.947,  2.4  
 21367, 2016, 01, 17, 04, 28, 03,  36.1747,  -96.8337,   3.722,  2.3  
 21368, 2016, 01, 17, 07, 32, 42,  36.4998,  -98.7109,   5.535,  2.4  
 21369, 2016, 01, 17, 07, 36, 07,  35.8740,  -97.3555,   5.828,  2.9  
 21370, 2016, 01, 17, 08, 51, 56,  36.0728,  -97.2111,   9.208,  3.3  
 21371, 2016, 01, 17, 11, 50, 49,  35.9125,  -97.5510,   7.642,  2.9  
 21372, 2016, 01, 17, 14, 02, 22,  35.9513,  -97.3856,   6.914,  2.2  
 21373, 2016, 01, 17, 14, 04, 31,  36.5062,  -98.7048,   7.113,  2.6  
 21374, 2016, 01, 17, 16, 20, 31,  36.4607,  -98.7500,  11.148,  2.7  
 21375, 2016, 01, 17, 16, 38, 01,  36.2612,  -97.3586,   6.821,  2.5  
 21376, 2016, 01, 17, 17, 34, 45,  36.0376,  -97.4670,   6.480,  2.6  
 21377, 2016, 01, 17, 19, 07, 21,  36.1231,  -97.0721,   7.601,  2.5  
 21378, 2016, 01, 17, 20, 13, 49,  36.1228,  -97.0728,   7.639,  2.2  
 21379, 2016, 01, 17, 20, 39, 14,  36.4757,  -98.7418,   5.394,  2.2  
 21380, 2016, 01, 17, 21, 11, 48,  36.2505,  -98.4227,   5.210,  2.4  
 21381, 2016, 01, 17, 22, 38, 12,  35.9380,  -97.4332,   5.222,  2.5  
 21382, 2016, 01, 17, 23, 14, 24,  36.6663,  -98.4534,   6.950,  2.7  
 21383, 2016, 01, 17, 23, 14, 25,  36.6573,  -98.4563,   7.511,  2.7  
 21384, 2016, 01, 17, 23, 20, 11,  35.9346,  -97.0261,   6.333,  2.5  
 21385, 2016, 01, 18, 00, 57, 22,  36.4745,  -98.7426,   6.796,  2.8  
 21386, 2016, 01, 18, 01, 13, 32,  35.6698,  -97.4235,   6.516,  3.2  
 21387, 2016, 01, 18, 02, 06, 50,  36.7658,  -98.0682,   6.075,  2.2  
 21388, 2016, 01, 18, 03, 06, 59,  36.8194,  -97.7753,   5.588,  2.5  
 21389, 2016, 01, 18, 10, 39, 02,  36.4920,  -98.7287,   7.266,  1.8  
 21390, 2016, 01, 18, 11, 07, 14,  36.9642,  -97.5259,   0.923,  1.8  
 21391, 2016, 01, 18, 12, 55, 57,  36.2763,  -98.4053,   5.141,  4.1  
 21392, 2016, 01, 18, 13, 53, 22,  35.9515,  -97.3864,   6.915,  2.2  
 21393, 2016, 01, 18, 16, 41, 56,  35.9496,  -97.3947,   7.344,  3.0  
 21394, 2016, 01, 18, 17, 32, 51,  36.4703,  -98.7576,   7.478,  2.3  
 21395, 2016, 01, 18, 17, 33, 57,  35.6626,  -97.3943,   5.884,  2.3  
 21396, 2016, 01, 18, 18, 32, 29,  36.4933,  -99.0648,   7.812,  2.5  
 21397, 2016, 01, 18, 20, 00, 17,  35.6578,  -97.4027,   6.510,  2.8  
 21398, 2016, 01, 18, 20, 24, 07,  36.7693,  -98.0853,   1.448,  2.2  
 21399, 2016, 01, 18, 20, 35, 45,  36.8480,  -97.6615,   6.401,  2.5  
 21400, 2016, 01, 19, 00, 00, 46,  37.3148,  -98.0119,   3.865,  1.8  
 21401, 2016, 01, 19, 04, 04, 21,  36.1083,  -97.2306,   5.662,  2.0  
 21402, 2016, 01, 19, 04, 38, 35,  36.2503,  -98.4225,   5.363,  2.7  
 21403, 2016, 01, 19, 10, 29, 48,  35.5994,  -97.1904,   5.961,  2.2  
 21404, 2016, 01, 19, 12, 41, 08,  35.4831,  -96.7447,   5.085,  2.5  
 21405, 2016, 01, 19, 14, 09, 07,  36.5203,  -98.9816,   6.753,  2.6  
 21406, 2016, 01, 19, 15, 54, 44,  36.4698,  -98.7411,   7.180,  2.6  
 21407, 2016, 01, 19, 19, 41, 57,  36.4949,  -98.7145,   6.991,  3.0  
 21408, 2016, 01, 19, 20, 20, 53,  35.9657,  -97.3892,   5.664,  2.2  
 21409, 2016, 01, 19, 20, 45, 58,  36.4944,  -98.7169,   6.801,  3.8  
 21410, 2016, 01, 19, 21, 27, 05,  36.4726,  -98.7452,   6.723,  2.5  
 21411, 2016, 01, 19, 23, 57, 07,  36.8191,  -97.7754,   5.476,  3.3  
 21412, 2016, 01, 20, 01, 01, 35,  36.0723,  -97.2132,   9.102,  1.9  
 21413, 2016, 01, 20, 01, 04, 30,  36.4754,  -98.7420,   4.695,  2.2  
 21414, 2016, 01, 20, 02, 27, 28,  36.0723,  -97.2130,   9.095,  2.8  
 21415, 2016, 01, 20, 03, 18, 39,  36.5984,  -98.3465,   6.779,  2.5  
 21416, 2016, 01, 20, 03, 43, 54,  35.9814,  -96.7625,   2.883,  2.2  
 21417, 2016, 01, 20, 04, 41, 57,  36.4501,  -97.7335,   6.326,  3.0  
 21418, 2016, 01, 20, 06, 30, 32,  37.2748,  -98.0658,   4.840,  1.6  
 21419, 2016, 01, 20, 07, 37, 20,  36.4092,  -98.1285,   7.917,  2.8  
 21420, 2016, 01, 20, 08, 55, 58,  35.7425,  -97.3647,   5.625,  3.6  
 21421, 2016, 01, 20, 09, 24, 52,  36.9952,  -97.4778,   3.561,  2.0  
 21422, 2016, 01, 20, 09, 30, 22,  35.9752,  -97.5483,   6.336,  2.3  
 21423, 2016, 01, 20, 10, 08, 27,  37.0790,  -97.7952,   4.277,  1.8  
 21424, 2016, 01, 20, 12, 41, 25,  36.4983,  -98.7175,   6.529,  2.5  
 21425, 2016, 01, 20, 13, 20, 54,  36.6623,  -97.7395,   6.849,  2.2  
 21426, 2016, 01, 20, 13, 51, 31,  36.8606,  -97.9937,   3.748,  2.5  
 21427, 2016, 01, 20, 15, 36, 38,  36.8190,  -97.7948,   5.769,  2.2  
 21428, 2016, 01, 20, 16, 12, 58,  36.8193,  -97.7957,   5.912,  2.1  
 21429, 2016, 01, 20, 16, 57, 00,  36.1772,  -96.9807,   5.139,  2.6  
 21430, 2016, 01, 20, 17, 08, 40,  35.6573,  -97.4057,   6.553,  2.5  
 21431, 2016, 01, 20, 17, 29, 01,  36.7317,  -98.3280,   2.473,  2.9  
 21432, 2016, 01, 20, 17, 29, 02,  36.7300,  -98.3351,   7.723,  2.9  
 21433, 2016, 01, 20, 20, 33, 21,  36.4872,  -98.7230,   6.774,  2.5  
 21434, 2016, 01, 20, 20, 37, 16,  35.8776,  -97.3412,   4.846,  2.2  
 21435, 2016, 01, 21, 01, 15, 13,  36.8622,  -97.9924,   3.983,  2.8  
 21436, 2016, 01, 21, 02, 32, 25,  36.1418,  -97.2974,   5.968,  1.9  
 21437, 2016, 01, 21, 05, 08, 35,  36.4841,  -98.7376,   6.939,  2.0  
 21438, 2016, 01, 21, 05, 57, 08,  35.6611,  -97.4015,   6.928,  2.7  
 21439, 2016, 01, 21, 06, 42, 11,  36.4685,  -98.7475,   6.102,  1.7  
 21440, 2016, 01, 21, 08, 27, 58,  36.5058,  -98.7042,   7.147,  3.0  
 21441, 2016, 01, 21, 10, 49, 09,  36.1327,  -96.8476,   4.793,  2.8  
 21442, 2016, 01, 21, 12, 55, 58,  36.7840,  -97.8850,   3.865,  3.0  
 21443, 2016, 01, 21, 13, 19, 09,  37.2276,  -97.8650,   3.746,  1.8  
 21444, 2016, 01, 21, 15, 12, 46,  36.1612,  -97.0502,   6.278,  2.8  
 21445, 2016, 01, 21, 15, 51, 03,  37.2274,  -97.8654,   3.763,  2.4  
 21446, 2016, 01, 21, 16, 20, 17,  35.9663,  -96.9042,   3.254,  2.0  
 21447, 2016, 01, 21, 17, 29, 57,  36.0715,  -97.2171,   9.818,  2.1  
 21448, 2016, 01, 21, 18, 36, 20,  36.8201,  -97.7911,   5.125,  2.4  
 21449, 2016, 01, 21, 18, 50, 55,  35.6636,  -97.4121,   7.203,  2.8  
 21450, 2016, 01, 21, 19, 03, 52,  35.8802,  -97.3396,   4.899,  2.4  
 21451, 2016, 01, 21, 21, 05, 05,  36.8279,  -97.9828,   6.104,  3.0  
 21452, 2016, 01, 21, 23, 44, 16,  36.7844,  -97.8850,   3.519,  2.4  
 21453, 2016, 01, 22, 00, 53, 48,  37.0567,  -98.0475,   5.044,  1.9  
